Heading,Summary,Link,PostedBy,PostedOnDate
How Autodesk is looking to bridge the employability gap,"With a focus on bridging employability gaps within the industry, Nasscom has partnered with Autodesk, a world leader in 3D design technology, with a new standardised courseware ‘Product Design Engineer—Mechanical’,",http://www.financialexpress.com/jobs/how-autodesk-is-looking-to-bridge-the-employability-gap/305541/,NA,"July 4, 2016 9:13 AM"
14 students from Seelampur slums make it to Delhi University,"Burning the midnight oil in Seelampur area as their parents pull rickshaws and wash utensils to make the ends meet, 14 students have made it to Delhi University this year so far.",http://www.financialexpress.com/jobs/14-students-from-seelampur-slums-make-it-to-delhi-university/309072/,PTI ," July 6, 2016 9:52 PM"
SSC introduces change in CGLE 2016 pattern: 6 highlights,"Making big changes in its examination pattern, Staff Selection Commission has released a fresh scheme for CGLE 2016. The news comes with quite a few surprises for the SSC CGL aspirants; follow the highlights below: ",http://www.financialexpress.com/jobs/ssc-introduces-change-in-cgle-2016-pattern-6-highlights/305072/,Sakshi Prashar ," July 3, 2016 5:53 PM"
DRDO admit card 2016: CEPTAM 8 admit card now available for download,DRDO CEPTAM 8 Admit Card 2016: The Defence Research and Development Organization has released the DRDO CEPTAM 8 admit card 2016 on the official website.,http://www.financialexpress.com/jobs/drdo-admit-card-drdo-ceptam-8-admit-card-2016-available-for-download/304386/,FE Online ," October 14, 2016 5:20 PM"
"PM Narendra Modi to launch Swayam, Massive Open Online Courses platform on August 15","The HRD ministry is mulling launching its Massive Open Online Courses (MOOC) platform ‘Swayam’ that will host over 2,000 courses for up to 3 crore students across the country on August 15.",http://www.financialexpress.com/jobs/hrd-ministry-mulling-launching-swayam-moocs-platform-on-aug-15/304957/,PTI ," July 3, 2016 2:08 PM"
"Seagate to cut 1,600 jobs in restructuring plan","Hard-disk drive maker Seagate Technology Plc said it would cut about 1,600 jobs, or 3 percent of its workforce, as the company looks to rein in costs amid waning demand.",http://www.financialexpress.com/jobs/seagate-to-cut-1600-jobs-in-restructuring-plan/301790/,Reuters ," June 30, 2016 11:17 AM"
"Flexibility for shops, cinemas to open 24/7 will add jobs: Industry",24/7 policy for retail stores in other developed economies has given significant boost to their growth in the past.,http://www.financialexpress.com/jobs/flexibility-for-shops-cinemas-to-open-247-will-add-jobs-industry/301367/,IANS ," June 29, 2016 8:46 PM"
Over 50% job seekers see company’s website before applying: LinkedIn,"Job seekers seek detailed information about their prospective employers as more than half of the country’s professionals look at the company’s website before applying for a job, says a survey.",http://www.financialexpress.com/jobs/over-50-job-seekers-see-companys-website-before-applying-linkedin/301128/,PTI ," June 29, 2016 5:40 PM"
"Examine feasibility of LKG, UKG in govt schools: High Court to Tamil Nadu govt","The Madras High Court has directed Tamil Nadu government to examine the feasibility of introducing LKG and UKG sections in state-run schools and arrive at a decision, while complying with the guidelines of the Dr Muthukumaran Committee report, in four months.",http://www.financialexpress.com/jobs/examine-feasibility-of-lkg-ukg-in-govt-schools-high-court-to-tamil-nadu-govt/304698/,PTI ," July 2, 2016 8:38 PM"
"Norway oil workers agree wage deal, avoid strike","Norwegian offshore oil workers and employers signed a new wage deal on Saturday, avoiding a strike that would have cut the output from western Europe’s top oil and gas producer by about six percent, employers and unions said.",http://www.financialexpress.com/jobs/norway-oil-workers-agree-wage-deal-avoid-strike/304042/,Reuters ," July 2, 2016 9:51 AM"
ICSI CS Foundation results 2016 declared; check icsi.edu,ICSI CS Foundation results 2016: The results of Computer Secretaries Foundation programme have been announced by the Institute of Company Secretaries of India (ICSI) today at 11:30 am on the official website of ICSI ie. icsi.edu. ,http://www.financialexpress.com/jobs/icsi-cs-foundation-results-2016-declared-check-merit-list-at-icsi-edu/301015/,Anshul ," June 29, 2016 4:22 PM"
DU equips itself with better servers on day 2 of admissions,"The Delhi university had received 2.5 lakh applications for the 54,000 seats in 63 colleges.",http://www.financialexpress.com/jobs/du-equips-itself-with-better-servers-on-day-2-of-admissions/303842/,PTI ," July 1, 2016 9:24 PM"
Govt move to improve skills of Indian workers going abroad,"In order to improve the skill sets of Indian workers going abroad for employment, especially to Gulf countries, the Ministry of External Affairs and the Ministry of Skill Development and Entrepreneurship on Saturday signed a memorandum of understanding (MoU) here for implementation of the Pravasi Kaushal Vikas Yojana (PKVY).",http://www.financialexpress.com/jobs/govt-move-to-improve-skills-of-indian-workers-going-abroad/304513/,IANS ," July 2, 2016 4:10 PM"
UPSC recommends 86 more candidates for civil services,"ighty six of the 172 candidates, who were on a reserve list, have been recommended for civil services by Union Public Service Commission (UPSC).",http://www.financialexpress.com/jobs/upsc-recommends-86-more-candidates-for-civil-services/302261/,Reuters ," June 30, 2016 3:45 PM"
Agricultural universities to alter courses based on ICAR’s panel report,Agricultural universities have been asked to change curriculum of the graduation courses from this academic year to make more job-oriented based on the recommendations of the ICAR’s panel.,http://www.financialexpress.com/jobs/agricultural-universities-to-alter-courses-based-on-icars-panel-report/302692/,PTI ," June 30, 2016 9:17 PM"
NITI to ready roadmap for world class institutions in 3 months,University Grant Commission is responsible for maintenance of standards in institutions of higher education in the country.,http://www.financialexpress.com/jobs/niti-to-ready-roadmap-for-world-class-institutions-in-3-months/303836/,PTI ," July 1, 2016 9:13 PM"
"IITs plan entrance test in SAARC, UAE but not in Pakistan","The prestigious IITs, which are planning for the first time to hold entrance tests abroad including in SAARC nations, will not do so in neighbouring Pakistan, at least for the upcoming year.",http://www.financialexpress.com/jobs/iits-plan-entrance-test-in-saarc-uae-but-not-in-pakistan/301122/,PTI ," June 29, 2016 5:41 PM"
Draft National Education Policy 2016: 20 Salient features,"Revision of no-detention policy, promotion of Sanskrit, and bringing back Class 10 board examinations are some of the key changes that the policy talks about.",http://www.financialexpress.com/jobs/draft-national-education-policy-2016-20-salient-features/301984/,FE Online ," June 30, 2016 1:06 PM"
"All college, university teachers in Bihar to do minimum 5-hour duty","To improve academic activities in the universities and colleges in Bihar, Governor Ram Nath Kovind, in his capacity as the Chancellor of Universities, today directed all teachers to be present at their work place for a minimum of five hours every working day. ",http://www.financialexpress.com/jobs/all-college-university-teachers-in-bihar-to-do-minimum-5-hour-duty/303860/,PTI ," July 1, 2016 10:12 PM"
Ensure quota in PG courses in pvt medical colleges: BJP,BJP today demanded that the Puducherry Chief Minister ensure that private medical colleges in the Union Territory earmark seats in government quota for students aspiring for postgraduate courses in institutions.,http://www.financialexpress.com/jobs/ensure-quota-in-pg-courses-in-pvt-medical-colleges-bjp/303215/,PTI ," July 1, 2016 1:40 PM"
Delhi students should get priority in govt-funded colleges,"Deputy Chief Minister Manish Sisodia today batted for giving “priority” to Delhi students in admissions to DU and other higher education and technical institutions in the national capital, saying the state government spends hundreds of crores of rupees on the varsity.",http://www.financialexpress.com/jobs/delhi-students-should-get-priority-in-govt-funded-colleges/304161/,PTI ," July 2, 2016 1:02 PM"
CM Naveen Patnaik felicitates JEE Advance students,Chief Minister Naveen Patnaik today felicitated students of ‘Super-30’ run by Odisha Mining Corporation who cleared JEE-Advance for academic session 2016. ,http://www.financialexpress.com/jobs/cm-naveen-patnaik-felicitates-jee-advance-students/303789/,PTI ," July 1, 2016 8:13 PM"
MIT’s online initiative invite Super30 founder for teaching,Super 30 founder Anand Kumar has got an invite from MIT to join their open online initiative for teaching mathematics.,http://www.financialexpress.com/jobs/mits-online-initiative-invite-super30-founder-for-teaching/303539/,PTI ," July 1, 2016 4:56 PM"
"Manish Sisodia calls for entrance exam in DU, weightage for Delhiites","Calling high cut-offs as “anomalies” in admission process of Delhi University, Deputy Chief Minister Manish Sisodia has written to HRD Minister Smriti Irani suggesting an entrance test and seeking extra weightage for city students in government colleges. ",http://www.financialexpress.com/jobs/manish-sisodia-calls-for-entrance-exam-in-du-weightage-for-delhiites/304727/,PTI ," July 2, 2016 9:55 PM"
"SSC CGL 2016: Exams to be online now, check other changes",The Staff Selection Commission (SSC) has decided to conduct Combined Graduate Level Examination (CGLE) online from now onwards rather than Optical Mark Recognition (OMR) based.,http://www.financialexpress.com/jobs/ssc-cgl-2016-exams-to-be-online-now-check-other-changes/305030/,Anshul ," July 3, 2016 2:32 PM"
Chhattisgarh: Farmer helps transform lives of visually impaired children,A farmer in a small village of Chhattisgarh’s Raigarh district has become a source of light in the lives of about 30 visually-challenged children…,http://www.financialexpress.com/jobs/chhattisgarh-farmer-helps-transform-lives-of-visually-impaired-children/300620/,PTI ," June 29, 2016 1:18 PM"
